37;3;7;0;muon
0;3;8;1;muon
32;3;6;0;muon
38;5;8;0;muon
36;4;6;0;muon
32;5;8;0;muon
32;4;6;0;muon
31;4;9;0;muon
0;5;8;0;muon
40;4;7;0;muon
33;4;8;0;muon
27;4;8;0;muon
35;4;10;0;electron
14;4;8;0;muon
35;4;8;0;muon
0;3;8;0;electron
34;3;8;0;electron
0;5;10;0;muon
32;5;11;0;muon
36;4;10;1;electron
24;3;8;0;muon
30;4;8;0;muon
33;4;10;0;muon
0;6;4;0;muon
28;3;8;0;muon
29;4;8;0;muon
31;4;9;0;electron
30;4;8;0;muon
36;5;8;0;muon
31;4;6;0;electron
33;4;8;0;muon
35;4;7;0;muon
36;5;8;0;muon
30;4;8;1;muon
30;4;10;0;electron
0;5;8;0;muon
25;4;8;0;muon
26;5;8;1;muon
35;4;8;0;muon
25;4;8;0;muon
32;3;8;0;muon
34;4;8;0;electron
0;4;4;0;electron
32;4;8;0;muon
26;5;8;0;muon
34;3;8;1;muon
36;4;8;0;muon
9;4;8;0;electron
35;5;12;0;muon
32;3;10;0;muon
44;4;8;0;muon
16;4;8;0;muon
0;4;4;0;electron
0;5;8;0;muon
37;4;10;0;muon
32;3;8;0;muon
31;4;8;0;muon
36;4;9;0;muon
0;3;8;0;muon
31;4;9;0;electron
25;4;9;0;electron
30;5;8;0;electron
30;5;10;0;muon
36;4;8;0;muon
0;3;9;0;electron
36;3;4;0;muon
27;4;8;0;muon
38;5;7;0;muon
0;7;10;0;muon
0;4;8;0;muon
32;4;8;0;muon
0;4;8;0;muon
31;3;9;0;muon
33;4;9;0;muon
0;5;10;0;muon
23;5;7;0;muon
38;4;8;0;muon
32;4;9;1;muon
20;4;10;0;muon
42;4;10;1;muon
35;6;7;0;muon
20;4;10;0;muon
25;5;10;0;muon
31;4;8;0;muon
18;4;8;0;muon
0;4;8;0;electron
36;2;10;0;electron
34;3;8;0;muon
30;5;8;0;muon
34;4;6;0;muon
27;3;8;0;muon
19;3;7;1;muon
27;4;8;0;muon
0;7;8;1;electron
30;4;8;1;electron
14;6;8;0;muon
39;5;8;0;muon
38;4;8;0;muon
36;4;8;0;muon
32;3;8;0;muon
34;4;7;0;muon
29;4;10;1;electron
34;4;6;0;electron
9;5;8;0;muon
38;3;9;0;muon
26;4;6;0;muon
35;4;8;0;muon
0;4;8;0;muon
10;4;8;0;muon
36;4;10;1;electron
35;4;8;0;electron
23;4;11;0;electron
27;4;9;0;muon
34;4;7;0;muon
42;4;8;0;muon
35;4;8;0;muon
39;4;9;0;muon
35;4;8;0;muon
24;5;8;1;electron
19;5;10;0;muon
19;3;6;0;muon
23;5;7;0;muon
41;3;8;0;muon
0;4;8;0;muon
21;3;12;0;muon
35;4;11;0;muon
34;4;8;0;muon
36;3;8;0;electron
31;4;10;0;electron
29;4;8;1;muon
28;4;8;1;muon
28;5;8;0;muon
34;5;8;0;muon
38;4;8;0;muon
10;4;9;0;muon
18;4;8;0;muon
18;4;8;0;muon
36;4;10;0;electron
25;5;10;0;muon
36;5;9;0;muon
41;4;8;0;muon
35;5;7;0;muon
27;4;8;0;muon
34;4;6;0;muon
37;4;7;0;muon
31;4;8;0;muon
25;5;7;0;electron
40;3;8;0;electron
31;4;8;1;electron
32;4;7;0;electron
0;4;6;0;electron
0;5;8;1;electron
36;4;8;0;muon
21;4;8;1;muon
24;4;8;0;muon
36;3;6;0;muon
30;3;8;0;muon
23;3;8;0;muon
33;2;8;0;muon
41;5;8;0;muon
22;4;8;0;muon
26;3;10;0;muon
33;4;8;1;electron
32;5;9;0;electron
37;3;8;0;muon
37;3;8;0;muon
0;4;10;0;electron
20;4;7;0;muon
33;2;9;0;muon
37;4;7;0;muon
37;4;8;0;muon
21;3;8;1;electron
35;7;8;0;muon
35;5;8;0;muon
35;3;8;0;muon
0;5;6;0;muon
28;4;10;0;electron
32;4;8;0;muon
36;5;8;0;muon
0;4;8;0;electron
31;5;9;0;electron
23;4;10;0;muon
0;6;10;0;muon
37;3;9;0;muon
0;5;8;0;muon
35;4;8;0;electron
37;4;8;0;muon
37;4;10;0;muon
33;2;8;0;electron
29;4;11;0;electron
21;3;4;0;muon
34;4;8;0;muon
21;3;10;0;muon
34;5;8;0;muon
35;4;8;0;muon
32;4;9;0;muon
0;3;8;0;electron
37;4;10;0;electron
0;4;9;0;electron
32;5;8;0;electron
34;4;8;0;muon
30;2;8;0;muon
29;4;8;1;muon
33;4;10;0;muon
15;5;8;0;muon
38;4;10;0;muon
38;5;8;0;muon
18;3;7;0;muon
35;4;8;0;muon
30;4;8;0;muon
21;4;12;0;muon
32;4;8;0;muon
27;4;7;0;electron
39;4;7;0;electron
0;4;8;1;muon
29;5;13;0;muon
35;3;8;0;muon
0;5;8;0;muon
0;4;8;0;electron
33;3;9;0;muon
22;3;8;0;muon
27;4;8;0;electron
32;4;6;0;electron
28;5;8;0;electron
22;4;8;0;muon
34;4;9;0;muon
36;5;8;0;muon
15;5;8;1;muon
29;4;8;0;muon
24;4;8;0;muon
32;4;6;0;muon
0;5;10;0;muon
36;4;10;0;muon
27;4;9;0;muon
32;4;10;0;electron
30;4;8;0;electron
36;3;6;0;electron
31;4;7;0;muon
0;6;8;0;muon
24;4;8;0;muon
38;5;11;0;muon
24;5;8;0;electron
36;3;8;1;muon
12;5;10;0;muon
32;5;10;0;muon
35;4;8;0;muon
11;5;8;0;muon
29;4;8;0;muon
38;4;6;0;muon
27;4;8;1;muon
35;3;8;0;electron
33;4;10;1;muon
27;4;8;1;muon
40;5;9;0;electron
33;5;9;0;muon
27;4;13;0;muon
32;3;8;0;electron
0;5;9;0;electron
18;4;10;0;electron
30;4;6;0;muon
21;3;8;0;muon
23;5;8;0;muon
32;3;9;0;muon
0;4;6;0;electron
25;5;8;0;electron
0;7;10;0;muon
22;5;8;0;muon
34;4;8;0;electron
38;5;8;0;muon
30;4;8;0;muon
38;6;11;0;muon
25;4;8;0;muon
41;5;8;0;muon
33;4;8;1;muon
39;3;8;0;electron
33;4;10;0;muon
34;5;6;0;muon
32;4;9;0;muon
